"nfc_id","date_of_charge","time_of_charge","service_id"
"1244","2020-10-02","21:29:45","1"
"1245","2020-04-13","10:00:10","4"
"1245","2020-04-13","14:03:45","4"
"1245","2020-04-14","15:37:14","4"
"1245","2020-04-15","11:43:44","4"
"1245","2020-04-15","16:35:39","4"
"1245","2020-04-16","11:38:11","4"
"1245","2020-04-16","15:54:04","4"
"1245","2020-04-17","10:20:49","4"
"1245","2020-04-17","13:34:05","4"
"1245","2020-04-17","22:34:11","4"
"1247","2020-01-05","17:34:06","4"
"1247","2020-01-06","11:27:22","4"
"1247","2020-01-06","14:57:04","4"
"1247","2020-01-06","15:33:31","4"
"1247","2020-01-08","13:52:18","4"
"1247","2020-01-08","15:10:30","4"
"1247","2020-01-08","18:05:00","4"
"1247","2020-01-08","20:27:31","4"
"1247","2020-01-09","12:40:14","4"
"1247","2020-01-09","21:12:23","4"
"1249","2020-10-23","11:04:20","1"
"1249","2020-10-23","18:41:11","1"
"1249","2020-10-24","12:27:20","1"
"1249","2020-10-24","19:27:03","1"
"1249","2020-10-24","23:54:40","1"
"1249","2020-10-25","17:10:14","1"
"1249","2020-10-25","22:20:18","1"
"1249","2020-10-26","13:23:21","1"
"1249","2020-10-26","15:35:21","1"
"1249","2020-10-26","23:42:09","1"
"1251","2021-02-05","13:23:35","4"
"1251","2021-02-05","14:09:50","4"
"1251","2021-02-05","16:16:20","4"
"1251","2021-02-05","21:27:42","4"
"1251","2021-02-06","23:01:32","4"
"1251","2021-02-07","14:04:28","4"
"1251","2021-02-07","15:55:07","4"
"1251","2021-02-08","21:14:32","4"
"1251","2021-02-08","21:50:32","4"
"1251","2021-02-09","21:07:15","4"
"1251","2021-03-22","16:24:42","1"
"1251","2021-03-23","10:18:26","1"
"1251","2021-03-23","15:41:51","1"
"1251","2021-03-24","10:30:41","1"
"1251","2021-03-24","14:06:02","1"
"1251","2021-03-24","16:24:36","1"
"1251","2021-03-24","17:37:27","1"
"1251","2021-03-25","12:06:54","1"
"1251","2021-03-25","12:12:07","1"
"1251","2021-03-25","20:02:49","1"
"1251","2021-08-27","11:03:35","6"
"1251","2021-08-27","18:46:01","6"
"1251","2021-08-28","11:00:57","6"
"1251","2021-08-28","13:38:50","6"
"1251","2021-08-28","15:02:25","6"
"1251","2021-08-28","18:46:15","6"
"1251","2021-08-28","19:03:35","6"
"1251","2021-09-01","10:26:36","6"
"1251","2021-09-01","16:23:19","6"
"1251","2021-09-01","19:05:41","6"
"1253","2021-09-09","10:44:14","1"
"1253","2021-09-09","11:55:28","1"
"1253","2021-09-09","15:50:13","1"
"1253","2021-09-10","14:03:44","1"
"1253","2021-09-10","14:38:14","1"
"1253","2021-09-10","18:13:39","1"
"1253","2021-09-10","19:17:12","1"
"1253","2021-09-11","12:06:57","1"
"1253","2021-09-12","14:07:39","1"
"1253","2021-09-12","15:37:55","1"
"1254","2021-05-20","13:53:15","5"
"1254","2021-05-21","11:49:44","5"
"1254","2021-05-21","15:51:29","5"
"1254","2021-05-21","18:46:02","5"
"1257","2021-10-19","20:03:02","5"
"1257","2021-10-20","13:17:05","5"
"1257","2021-10-21","23:53:06","5"
"1257","2021-10-23","21:57:17","5"
"1258","2020-07-09","20:17:32","1"
"1258","2020-07-10","10:49:55","1"
"1258","2020-07-10","12:30:58","1"
"1258","2020-07-10","23:00:24","1"
"1258","2020-07-11","11:12:06","1"
"1258","2020-07-11","14:29:16","1"
"1258","2020-07-12","12:50:16","1"
"1258","2020-07-12","14:11:10","1"
"1258","2020-07-13","13:39:05","1"
"1258","2020-07-13","22:29:52","1"
"1259","2020-08-25","10:49:02","1"
"1259","2020-08-25","16:02:58","1"
"1259","2020-08-25","17:21:12","1"
"1259","2020-08-25","19:12:47","1"
"1259","2020-08-26","23:39:09","1"
"1259","2020-08-27","10:06:15","1"
"1259","2020-08-27","15:01:11","1"
"1259","2020-08-27","18:06:17","1"
"1259","2020-08-27","20:13:40","1"
"1259","2020-09-01","14:33:30","1"
"1261","2020-07-23","11:16:32","6"
"1261","2020-07-23","14:03:31","6"
"1261","2020-07-23","17:23:12","6"
"1261","2020-07-25","10:10:44","6"
"1261","2020-07-25","13:13:44","6"
"1261","2020-07-26","11:39:46","6"
"1261","2020-07-26","13:41:17","6"
"1261","2020-07-26","14:17:27","6"
"1261","2020-07-26","15:02:29","6"
"1261","2020-07-27","23:39:22","6"
"1262","2020-01-02","12:07:19","1"
"1262","2020-01-03","12:25:39","1"
"1262","2020-01-03","12:55:16","1"
"1262","2020-01-03","19:10:22","1"
"1262","2020-01-04","15:47:07","1"
"1262","2020-01-04","20:50:24","1"
"1262","2020-01-05","11:31:13","1"
"1262","2020-01-06","17:44:07","1"
"1262","2020-01-06","18:40:28","1"
"1262","2020-01-06","18:44:01","1"
"1263","2021-08-16","14:18:10","1"
"1263","2021-08-16","19:02:00","1"
"1263","2021-08-16","20:24:14","1"
"1263","2021-08-17","16:01:50","1"
"1263","2021-08-17","21:12:04","1"
"1263","2021-08-18","20:08:56","1"
"1263","2021-08-19","17:52:15","1"
"1263","2021-08-19","19:14:25","1"
"1263","2021-08-20","15:03:30","1"
"1263","2021-08-20","21:12:24","1"
"1266","2020-11-22","13:02:07","5"
"1266","2020-11-22","17:31:05","5"
"1266","2020-11-24","18:20:29","5"
"1266","2020-11-25","10:04:37","5"
"1267","2021-10-06","23:44:37","4"
"1267","2021-10-06","23:51:41","4"
"1267","2021-10-07","23:33:56","4"
"1267","2021-10-07","23:57:58","4"
"1267","2021-10-09","13:50:44","4"
"1267","2021-10-09","15:51:04","4"
"1267","2021-10-09","20:54:02","4"
"1267","2021-10-09","22:14:19","4"
"1267","2021-10-10","13:17:12","4"
"1267","2021-10-10","16:14:51","4"
"1268","2021-07-15","16:10:50","1"
"1268","2021-07-15","19:53:24","1"
"1268","2021-07-17","14:25:19","1"
"1268","2021-07-17","15:06:26","1"
"1268","2021-07-18","10:48:11","1"
"1268","2021-07-18","15:33:18","1"
"1268","2021-07-19","15:10:04","1"
"1268","2021-07-19","18:32:31","1"
"1268","2021-07-19","18:49:09","1"
"1268","2021-07-19","21:05:43","1"
"1269","2020-10-20","10:16:15","1"
"1269","2020-10-20","11:44:38","1"
"1269","2020-10-20","13:55:39","1"
"1269","2020-10-20","14:48:09","1"
"1269","2020-10-21","15:18:33","1"
"1269","2020-10-21","15:45:43","1"
"1269","2020-10-21","23:39:02","1"
"1269","2020-10-22","10:20:29","1"
"1269","2020-10-23","18:10:45","1"
"1269","2020-10-24","15:51:08","1"
"1272","2021-11-26","20:39:19","1"
"1272","2021-11-27","11:11:16","1"
"1272","2021-11-27","12:33:41","1"
"1272","2021-11-27","20:06:28","1"
"1272","2021-11-28","11:40:38","1"
"1272","2021-11-28","13:15:07","1"
"1272","2021-11-28","16:20:15","1"
"1272","2021-12-01","11:37:53","1"
"1272","2021-12-01","16:50:10","1"
"1272","2021-12-01","22:31:52","1"
"1277","2020-03-25","11:04:29","6"
"1277","2020-03-25","19:06:34","6"
"1277","2020-03-25","23:12:09","6"
"1277","2020-03-26","12:08:56","6"
"1277","2020-03-26","16:09:14","6"
"1277","2020-03-26","17:23:08","6"
"1277","2020-03-27","15:01:11","6"
"1277","2020-03-27","16:24:18","6"
"1277","2020-03-27","20:53:34","6"
"1277","2020-03-27","21:06:42","6"
"1280","2021-06-24","10:28:15","5"
"1280","2021-06-24","23:55:10","5"
"1280","2021-06-25","20:33:23","5"
"1280","2021-06-26","20:52:19","5"
"1281","2020-05-28","15:12:15","6"
"1281","2020-05-28","17:04:46","6"
"1281","2020-05-28","21:48:09","6"
"1281","2020-06-01","14:44:17","6"
"1281","2020-06-01","16:25:19","6"
"1281","2020-06-01","21:38:19","6"
"1281","2020-06-02","10:55:16","6"
"1281","2020-06-02","11:01:45","6"
"1281","2020-06-02","17:02:39","6"
"1281","2020-06-03","13:51:38","6"
"1282","2020-11-04","11:09:53","6"
"1282","2020-11-04","16:19:22","6"
"1282","2020-11-04","18:05:43","6"
"1282","2020-11-05","11:30:58","6"
"1282","2020-11-05","19:30:51","6"
"1282","2020-11-06","13:52:24","6"
"1282","2020-11-06","23:03:05","6"
"1282","2020-11-08","13:37:13","6"
"1282","2020-11-08","20:22:55","6"
"1282","2020-11-08","21:14:12","6"
"1283","2021-09-02","10:44:46","6"
"1283","2021-09-02","18:29:25","6"
"1283","2021-09-02","21:30:46","6"
"1283","2021-09-03","20:26:17","6"
"1283","2021-09-05","13:12:31","6"
"1283","2021-09-05","19:11:36","6"
"1283","2021-09-05","22:07:02","6"
"1283","2021-09-05","22:29:38","6"
"1283","2021-09-06","17:12:23","6"
"1283","2021-09-06","18:00:31","6"
"1284","2021-06-09","10:50:47","1"
"1284","2021-06-09","18:56:00","1"
"1284","2021-06-09","21:15:50","1"
"1284","2021-06-10","14:58:30","1"
"1284","2021-06-10","16:32:24","1"
"1284","2021-06-11","11:20:28","1"
"1284","2021-06-11","15:58:11","1"
"1284","2021-06-12","13:37:20","1"
"1284","2021-06-12","14:03:17","1"
"1284","2021-06-12","15:34:32","1"
"1284","2021-11-21","16:19:21","6"
"1284","2021-11-22","14:36:13","6"
"1284","2021-11-23","14:09:22","6"
"1284","2021-11-24","20:08:48","6"
"1284","2021-11-25","11:08:03","6"
"1284","2021-11-25","12:26:53","6"
"1284","2021-11-25","14:48:54","6"
"1284","2021-11-25","18:44:17","6"
"1284","2021-11-25","19:24:43","6"
"1284","2021-11-25","20:30:47","6"
"1285","2020-02-13","21:55:49","5"
"1285","2020-02-15","11:37:03","5"
"1285","2020-02-16","14:00:56","5"
"1285","2020-02-16","18:56:45","5"
"1285","2021-07-06","14:38:37","6"
"1285","2021-07-07","14:38:14","6"
"1285","2021-07-07","18:28:36","6"
"1285","2021-07-07","22:36:07","6"
"1285","2021-07-08","11:45:00","6"
"1285","2021-07-08","17:06:44","6"
"1285","2021-07-09","10:09:08","6"
"1285","2021-07-09","14:35:13","6"
"1285","2021-07-09","16:34:54","6"
"1285","2021-07-10","14:19:33","6"
"1294","2021-02-28","15:40:30","1"
"1294","2021-03-01","13:53:07","1"
"1294","2021-03-01","15:23:48","1"
"1294","2021-03-02","10:27:27","1"
"1294","2021-03-02","23:33:17","1"
"1294","2021-03-03","20:13:50","1"
"1294","2021-03-04","18:42:42","1"
"1294","2021-03-04","19:36:43","1"
"1294","2021-03-04","19:53:46","1"
"1294","2021-03-04","21:19:02","1"
"1296","2021-11-11","12:38:24","4"
"1296","2021-11-11","18:33:43","4"
"1296","2021-11-11","21:19:53","4"
"1296","2021-11-12","12:28:13","4"
"1296","2021-11-12","18:22:21","4"
"1296","2021-11-12","20:22:44","4"
"1296","2021-11-13","18:16:45","4"
"1296","2021-11-14","17:39:30","4"
"1296","2021-11-15","15:45:38","4"
"1296","2021-11-15","23:16:47","4"
"1298","2020-07-22","11:39:51","6"
"1298","2020-07-23","10:25:33","6"
"1298","2020-07-23","12:35:13","6"
"1298","2020-07-24","11:33:55","6"
"1298","2020-07-24","16:04:16","6"
"1298","2020-07-24","19:50:38","6"
"1298","2020-07-25","14:41:44","6"
"1298","2020-07-26","13:41:36","6"
"1298","2020-07-26","20:00:39","6"
"1298","2020-07-26","20:09:35","6"
"1300","2021-06-08","20:53:42","4"
"1300","2021-06-08","21:01:17","4"
"1300","2021-06-09","10:49:28","4"
"1300","2021-06-09","11:07:00","4"
"1300","2021-06-09","11:38:40","4"
"1300","2021-06-09","15:40:26","4"
"1300","2021-06-10","13:29:38","4"
"1300","2021-06-10","14:04:58","4"
"1300","2021-06-10","18:31:54","4"
"1300","2021-06-11","14:37:35","4"
"1302","2020-03-07","13:37:32","6"
"1302","2020-03-08","11:55:05","6"
"1302","2020-03-08","18:21:51","6"
"1302","2020-03-08","18:52:06","6"
"1302","2020-03-09","20:36:43","6"
"1302","2020-03-10","13:20:06","6"
"1302","2020-03-10","15:29:16","6"
"1302","2020-03-10","21:01:36","6"
"1302","2020-03-10","23:41:09","6"
"1302","2020-03-11","18:44:05","6"
"1304","2020-07-04","11:40:08","6"
"1304","2020-07-05","18:29:57","6"
"1304","2020-07-05","21:27:29","6"
"1304","2020-07-06","16:08:06","6"
"1304","2020-07-06","17:56:19","6"
"1304","2020-07-07","16:47:37","6"
"1304","2020-07-08","11:23:16","6"
"1304","2020-07-08","15:55:12","6"
"1304","2020-07-08","19:41:37","6"
"1304","2020-07-08","22:35:52","6"
"1306","2020-08-10","19:37:43","1"
"1306","2020-08-10","19:56:48","1"
"1306","2020-08-11","13:08:48","1"
"1306","2020-08-11","20:17:25","1"
"1306","2020-08-11","23:54:09","1"
"1306","2020-08-12","14:30:52","1"
"1306","2020-08-12","15:28:29","1"
"1306","2020-08-13","15:40:55","1"
"1306","2020-08-14","11:17:53","1"
"1306","2020-08-14","14:37:27","1"
"1309","2020-08-19","21:26:54","1"
"1309","2020-08-19","23:57:25","1"
"1309","2020-08-20","17:56:37","1"
"1309","2020-08-20","19:07:51","1"
"1309","2020-08-21","22:41:47","1"
"1309","2020-08-21","23:07:14","1"
"1309","2020-08-22","15:02:15","1"
"1309","2020-08-22","18:06:36","1"
"1309","2020-08-22","19:28:35","1"
"1309","2020-08-22","23:58:13","1"
"1312","2020-08-08","13:01:09","1"
"1312","2020-08-08","20:52:21","1"
"1312","2020-08-09","11:38:00","1"
"1312","2020-08-09","12:02:02","1"
"1312","2020-08-10","11:02:27","1"
"1312","2020-08-10","13:55:06","1"
"1312","2020-08-10","19:29:08","1"
"1312","2020-08-11","13:16:58","1"
"1312","2020-08-11","18:22:40","1"
"1312","2020-08-12","14:28:13","1"
"1312","2021-07-07","18:19:55","5"
"1312","2021-07-09","14:26:47","5"
"1312","2021-07-09","21:04:08","5"
"1312","2021-07-09","22:16:41","5"
"1317","2020-01-08","15:55:37","5"
"1317","2020-01-10","12:15:35","5"
"1317","2020-01-10","22:03:01","5"
"1317","2020-01-11","23:54:23","5"
"1322","2021-01-12","10:15:10","5"
"1322","2021-01-13","14:06:37","5"
"1322","2021-01-14","12:34:50","5"
"1322","2021-01-14","14:28:02","5"
"1324","2021-06-22","14:46:41","6"
"1324","2021-06-23","15:46:41","6"
"1324","2021-06-23","18:27:55","6"
"1324","2021-06-24","11:46:10","6"
"1324","2021-06-24","20:47:39","6"
"1324","2021-06-25","10:50:47","6"
"1324","2021-06-25","12:22:47","6"
"1324","2021-06-25","13:49:14","6"
"1324","2021-06-25","17:08:15","6"
"1324","2021-06-26","19:11:24","6"
"1325","2021-02-09","17:05:32","5"
"1325","2021-02-10","23:27:25","5"
"1325","2021-02-12","16:21:18","5"
"1325","2021-02-12","20:01:47","5"
"1328","2021-06-25","16:50:17","5"
"1328","2021-06-26","10:29:43","5"
"1328","2021-06-26","19:42:49","5"
"1328","2021-06-28","16:45:11","5"
"1330","2021-02-28","18:21:17","4"
"1330","2021-02-28","19:45:46","4"
"1330","2021-03-01","14:40:40","4"
"1330","2021-03-02","11:53:48","4"
"1330","2021-03-02","15:53:54","4"
"1330","2021-03-02","16:57:47","4"
"1330","2021-03-03","13:46:34","4"
"1330","2021-03-03","20:13:13","4"
"1330","2021-03-04","10:46:34","4"
"1330","2021-03-04","18:34:01","4"
"1330","2021-03-11","11:08:35","5"
"1330","2021-03-13","18:15:54","5"
"1330","2021-03-14","12:42:22","5"
"1330","2021-03-14","14:20:30","5"
"1335","2020-01-13","18:12:25","6"
"1335","2020-01-13","22:22:12","6"
"1335","2020-01-14","11:45:16","6"
"1335","2020-01-14","12:18:37","6"
"1335","2020-01-14","21:42:19","6"
"1335","2020-01-15","10:17:08","6"
"1335","2020-01-15","12:52:54","6"
"1335","2020-01-15","14:32:09","6"
"1335","2020-01-15","19:25:39","6"
"1335","2020-01-16","19:35:22","6"
"1336","2020-05-26","12:08:37","1"
"1336","2020-05-27","14:14:04","1"
"1336","2020-05-28","13:20:19","1"
"1336","2020-05-28","18:13:07","1"
"1336","2020-06-01","15:00:11","1"
"1336","2020-06-01","20:10:01","1"
"1336","2020-06-01","20:32:47","1"
"1336","2020-06-01","20:53:58","1"
"1336","2020-06-02","18:24:50","1"
"1336","2020-06-02","19:31:51","1"
"1337","2020-03-21","12:47:00","1"
"1337","2020-03-21","17:20:22","1"
"1337","2020-03-21","21:47:23","1"
"1337","2020-03-21","22:33:43","1"
"1337","2020-03-22","11:35:20","1"
"1337","2020-03-22","16:49:03","1"
"1337","2020-03-23","12:05:44","1"
"1337","2020-03-24","10:07:11","1"
"1337","2020-03-24","10:18:09","1"
"1337","2020-03-24","23:58:37","1"
"1337","2020-04-24","20:48:38","5"
"1337","2020-04-25","14:23:04","5"
"1337","2020-04-26","22:35:53","5"
"1337","2020-04-27","15:21:42","5"
"1339","2020-08-05","11:13:55","1"
"1339","2020-08-05","11:29:57","1"
"1339","2020-08-06","13:08:44","1"
"1339","2020-08-06","14:27:42","1"
"1339","2020-08-06","15:41:12","1"
"1339","2020-08-07","16:40:43","1"
"1339","2020-08-07","17:07:18","1"
"1339","2020-08-08","11:44:45","1"
"1339","2020-08-08","14:22:21","1"
"1339","2020-08-09","11:57:52","1"
"1340","2020-06-19","13:54:26","6"
"1340","2020-06-19","14:23:06","6"
"1340","2020-06-19","22:17:35","6"
"1340","2020-06-20","21:26:33","6"
"1340","2020-06-21","13:30:52","6"
"1340","2020-06-21","20:06:56","6"
"1340","2020-06-22","16:37:22","6"
"1340","2020-06-23","13:36:35","6"
"1340","2020-06-23","14:04:42","6"
"1340","2020-06-23","19:40:30","6"
"1343","2021-06-09","20:55:30","1"
"1343","2021-06-10","11:52:56","1"
"1343","2021-06-10","13:48:09","1"
"1343","2021-06-10","15:17:17","1"
"1343","2021-06-10","16:11:18","1"
"1343","2021-06-10","17:55:43","1"
"1343","2021-06-11","19:31:22","1"
"1343","2021-06-11","23:28:42","1"
"1343","2021-06-12","12:22:33","1"
"1343","2021-06-13","12:30:56","1"
"1344","2020-01-25","11:35:45","6"
"1344","2020-01-25","15:37:35","6"
"1344","2020-01-26","20:33:17","6"
"1344","2020-01-27","15:05:27","6"
"1344","2020-01-27","19:26:30","6"
"1344","2020-01-27","19:35:20","6"
"1344","2020-01-27","21:23:48","6"
"1344","2020-01-28","12:06:45","6"
"1344","2020-01-28","17:21:34","6"
"1344","2020-01-28","17:42:47","6"
"1345","2021-02-14","13:17:29","6"
"1345","2021-02-14","16:05:49","6"
"1345","2021-02-15","14:49:19","6"
"1345","2021-02-15","14:53:51","6"
"1345","2021-02-16","10:01:30","6"
"1345","2021-02-16","20:44:27","6"
"1345","2021-02-16","23:09:15","6"
"1345","2021-02-17","16:58:53","6"
"1345","2021-02-17","23:41:40","6"
"1345","2021-02-18","10:21:08","6"
"1348","2021-11-02","19:41:22","6"
"1348","2021-11-03","18:45:14","6"
"1348","2021-11-04","16:44:23","6"
"1348","2021-11-04","19:54:39","6"
"1348","2021-11-04","21:06:39","6"
"1348","2021-11-04","22:16:41","6"
"1348","2021-11-05","13:23:17","6"
"1348","2021-11-06","14:55:07","6"
"1348","2021-11-06","17:57:01","6"
"1348","2021-11-06","22:23:31","6"
"1353","2020-07-23","14:08:58","6"
"1353","2020-07-25","19:19:51","6"
"1353","2020-07-25","19:30:53","6"
"1353","2020-07-26","11:58:23","6"
"1353","2020-07-26","15:09:23","6"
"1353","2020-07-26","16:22:19","6"
"1353","2020-07-26","20:32:41","6"
"1353","2020-07-27","13:15:10","6"
"1353","2020-07-27","21:15:47","6"
"1353","2020-07-27","23:57:56","6"
"1354","2020-09-18","11:30:13","1"
"1354","2020-09-18","11:39:56","1"
"1354","2020-09-18","18:42:19","1"
"1354","2020-09-18","22:51:45","1"
"1354","2020-09-18","23:03:08","1"
"1354","2020-09-20","14:10:20","1"
"1354","2020-09-20","16:30:09","1"
"1354","2020-09-20","20:40:48","1"
"1354","2020-09-21","10:08:42","1"
"1354","2020-09-21","22:46:51","1"
"1357","2020-01-10","21:06:43","1"
"1357","2020-01-11","12:48:23","1"
"1357","2020-01-11","22:30:20","1"
"1357","2020-01-13","14:39:37","1"
"1357","2020-01-13","16:42:08","1"
"1357","2020-01-13","18:39:24","1"
"1357","2020-01-13","21:20:38","1"
"1357","2020-01-14","18:50:42","1"
"1357","2020-01-14","20:14:12","1"
"1357","2020-01-14","21:32:12","1"
"1359","2021-10-20","12:53:08","1"
"1359","2021-10-21","14:11:52","1"
"1359","2021-10-21","15:57:16","1"
"1359","2021-10-22","10:14:20","1"
"1359","2021-10-22","12:57:56","1"
"1359","2021-10-23","13:33:44","1"
"1359","2021-10-24","12:24:50","1"
"1359","2021-10-24","14:04:04","1"
"1359","2021-10-24","17:48:31","1"
"1359","2021-10-24","19:10:39","1"
"1360","2021-06-28","22:39:27","5"
"1360","2021-07-01","13:02:03","5"
"1360","2021-07-01","22:30:53","5"
"1360","2021-07-02","14:21:31","5"
"1361","2020-01-06","17:29:02","6"
"1361","2020-01-07","14:36:15","6"
"1361","2020-01-08","12:38:20","6"
"1361","2020-01-08","14:49:48","6"
"1361","2020-01-08","22:31:52","6"
"1361","2020-01-09","16:19:28","6"
"1361","2020-01-09","16:35:27","6"
"1361","2020-01-09","18:12:21","6"
"1361","2020-01-10","11:58:13","6"
"1361","2020-01-10","20:05:19","6"
"1362","2021-04-03","12:51:04","1"
"1362","2021-04-03","13:45:46","1"
"1362","2021-04-03","18:36:01","1"
"1362","2021-04-04","14:26:00","1"
"1362","2021-04-05","17:48:42","1"
"1362","2021-04-05","21:18:52","1"
"1362","2021-04-06","13:58:42","1"
"1362","2021-04-06","16:21:29","1"
"1362","2021-04-06","16:46:29","1"
"1362","2021-04-07","17:43:36","1"
"1363","2021-02-05","10:18:23","4"
"1363","2021-02-05","13:13:02","4"
"1363","2021-02-05","23:16:20","4"
"1363","2021-02-06","11:21:03","4"
"1363","2021-02-06","16:30:13","4"
"1363","2021-02-06","23:23:57","4"
"1363","2021-02-07","21:54:17","4"
"1363","2021-02-08","15:32:39","4"
"1363","2021-02-08","23:31:05","4"
"1363","2021-02-09","23:33:23","4"
"1364","2020-03-04","11:48:29","6"
"1364","2020-03-04","18:11:51","6"
"1364","2020-03-04","20:32:19","6"
"1364","2020-03-05","16:58:55","6"
"1364","2020-03-06","12:51:44","6"
"1364","2020-03-06","13:25:54","6"
"1364","2020-03-06","14:26:08","6"
"1364","2020-03-07","11:12:49","6"
"1364","2020-03-08","10:42:33","6"
"1364","2020-03-08","23:31:55","6"
"1368","2020-03-21","17:03:40","5"
"1368","2020-03-22","15:11:17","5"
"1368","2020-03-23","21:28:25","5"
"1368","2020-03-24","15:48:39","5"
"1368","2021-06-01","10:24:30","6"
"1368","2021-06-01","18:03:42","6"
"1368","2021-06-01","19:25:09","6"
"1368","2021-06-01","19:27:58","6"
"1368","2021-06-01","19:30:26","6"
"1368","2021-06-01","23:24:26","6"
"1368","2021-06-02","17:18:28","6"
"1368","2021-06-03","13:21:31","6"
"1368","2021-06-03","18:54:35","6"
"1368","2021-06-03","20:14:53","6"
"1368","2021-06-13","14:19:22","4"
"1368","2021-06-14","10:56:22","4"
"1368","2021-06-14","13:16:46","4"
"1368","2021-06-14","13:52:50","4"
"1368","2021-06-14","17:22:41","4"
"1368","2021-06-15","22:46:48","4"
"1368","2021-06-15","23:26:09","4"
"1368","2021-06-17","16:37:55","4"
"1368","2021-06-17","16:46:53","4"
"1368","2021-06-17","22:50:49","4"
"1369","2021-03-27","13:50:15","5"
"1369","2021-03-28","13:30:33","5"
"1369","2021-04-02","11:55:03","5"
"1369","2021-04-02","20:27:16","5"
"1370","2020-08-15","15:38:41","1"
"1370","2020-08-15","20:05:40","1"
"1370","2020-08-16","21:42:36","1"
"1370","2020-08-17","10:02:42","1"
"1370","2020-08-17","12:49:47","1"
"1370","2020-08-17","16:53:31","1"
"1370","2020-08-17","23:40:11","1"
"1370","2020-08-18","10:13:45","1"
"1370","2020-08-18","15:49:32","1"
"1370","2020-08-19","17:06:01","1"
"1371","2021-01-20","12:52:13","6"
"1371","2021-01-20","20:30:34","6"
"1371","2021-01-20","21:15:38","6"
"1371","2021-01-20","22:21:53","6"
"1371","2021-01-21","12:37:03","6"
"1371","2021-01-22","14:12:16","6"
"1371","2021-01-23","11:19:31","6"
"1371","2021-01-24","10:04:12","6"
"1371","2021-01-24","13:27:33","6"
"1371","2021-01-24","13:41:33","6"
"1372","2020-10-10","14:44:50","6"
"1372","2020-10-10","19:11:02","6"
"1372","2020-10-11","11:36:09","6"
"1372","2020-10-12","11:03:30","6"
"1372","2020-10-13","12:17:13","6"
"1372","2020-10-13","21:58:58","6"
"1372","2020-10-14","16:32:03","6"
"1372","2020-10-14","17:32:03","6"
"1372","2020-10-14","18:07:42","6"
"1372","2020-10-14","19:42:39","6"
"1372","2021-09-17","12:11:12","4"
"1372","2021-09-17","14:10:21","4"
"1372","2021-09-17","23:48:02","4"
"1372","2021-09-18","19:51:05","4"
"1372","2021-09-19","10:51:25","4"
"1372","2021-09-19","22:12:37","4"
"1372","2021-09-20","16:56:38","4"
"1372","2021-09-21","15:54:44","4"
"1372","2021-09-21","20:08:34","4"
"1372","2021-09-21","23:31:27","4"
"1373","2020-09-06","12:13:06","1"
"1373","2020-09-06","17:01:53","1"
"1373","2020-09-06","18:37:38","1"
"1373","2020-09-06","23:30:48","1"
"1373","2020-09-07","18:45:05","1"
"1373","2020-09-07","21:44:22","1"
"1373","2020-09-08","20:43:42","1"
"1373","2020-09-08","23:49:17","1"
"1373","2020-09-09","12:34:17","1"
"1373","2020-09-09","14:08:20","1"
"1374","2020-01-08","10:14:26","1"
"1374","2020-01-08","11:02:00","1"
"1374","2020-01-08","19:51:22","1"
"1374","2020-01-08","21:37:18","1"
"1374","2020-01-09","18:34:30","1"
"1374","2020-01-09","22:22:24","1"
"1374","2020-01-10","16:24:47","1"
"1374","2020-01-10","18:15:46","1"
"1374","2020-01-11","16:05:06","1"
"1374","2020-01-12","13:27:49","1"
"1374","2021-06-10","12:47:26","5"
"1374","2021-06-11","10:21:13","5"
"1374","2021-06-13","13:50:06","5"
"1374","2021-06-13","14:13:39","5"
"1375","2020-03-20","10:00:10","5"
"1375","2020-03-23","15:04:37","5"
"1375","2020-03-23","18:57:03","5"
"1375","2020-03-23","22:55:16","5"
"1378","2020-04-28","19:04:35","5"
"1378","2020-05-01","16:16:33","5"
"1378","2020-05-01","17:25:17","5"
"1378","2020-05-02","15:58:16","5"
"1379","2020-08-19","16:15:28","4"
"1379","2020-08-19","22:20:32","4"
"1379","2020-08-20","12:44:28","4"
"1379","2020-08-20","14:06:43","4"
"1379","2020-08-20","20:28:09","4"
"1379","2020-08-20","20:43:02","4"
"1379","2020-08-21","17:26:21","4"
"1379","2020-08-21","17:39:27","4"
"1379","2020-08-22","16:33:36","4"
"1379","2020-08-22","23:40:03","4"
"1381","2020-05-17","20:40:49","5"
"1381","2020-05-20","13:12:11","5"
"1381","2020-05-20","20:20:32","5"
"1381","2020-05-21","18:03:01","5"
"1382","2021-06-26","11:25:37","5"
"1382","2021-06-26","21:33:42","5"
"1382","2021-06-26","23:27:22","5"
"1382","2021-07-02","18:42:14","5"
"1385","2021-08-18","22:31:56","5"
"1385","2021-08-19","13:36:27","5"
"1385","2021-08-19","15:35:21","5"
"1385","2021-08-20","22:37:42","5"
"1386","2021-04-19","11:21:21","4"
"1386","2021-04-19","13:11:49","4"
"1386","2021-04-19","17:10:03","4"
"1386","2021-04-20","11:00:58","4"
"1386","2021-04-20","11:02:51","4"
"1386","2021-04-21","14:40:56","4"
"1386","2021-04-21","23:47:19","4"
"1386","2021-04-22","11:06:22","4"
"1386","2021-04-23","20:31:50","4"
"1386","2021-04-23","23:24:55","4"
"1389","2021-03-23","11:45:39","4"
"1389","2021-03-23","12:43:22","4"
"1389","2021-03-24","14:56:32","4"
