"date_of_entrance","time_of_entrance","date_of_exit","time_of_exit","nfc_id","place_id"
"2020-04-15","14:35:39","2020-04-15","16:35:39","1245","417"
"2020-04-14","13:37:14","2020-04-14","15:37:14","1245","418"
"2020-04-13","08:00:10","2020-04-13","10:00:10","1245","419"
"2020-04-13","12:03:45","2020-04-13","14:03:45","1245","420"
"2020-04-17","08:20:49","2020-04-17","10:20:49","1245","421"
"2020-04-15","09:43:44","2020-04-15","11:43:44","1245","422"
"2020-04-16","13:54:04","2020-04-16","15:54:04","1245","423"
"2020-04-17","11:34:05","2020-04-17","13:34:05","1245","424"
"2020-04-17","20:34:11","2020-04-17","22:34:11","1245","425"
"2020-01-05","15:34:06","2020-01-05","17:34:06","1247","416"
"2020-01-06","13:33:31","2020-01-06","15:33:31","1247","417"
"2020-01-09","10:40:14","2020-01-09","12:40:14","1247","418"
"2020-01-08","16:05:00","2020-01-08","18:05:00","1247","419"
"2020-01-06","12:57:04","2020-01-06","14:57:04","1247","420"
"2020-01-06","09:27:22","2020-01-06","11:27:22","1247","421"
"2020-01-09","19:12:23","2020-01-09","21:12:23","1247","422"
"2020-01-08","13:10:30","2020-01-08","15:10:30","1247","423"
"2020-01-08","11:52:18","2020-01-08","13:52:18","1247","424"
"2020-01-08","18:27:31","2020-01-08","20:27:31","1247","425"
"2020-10-24","10:27:20","2020-10-24","12:27:20","1249","401"
"2020-10-26","21:42:09","2020-10-26","23:42:09","1249","402"
"2020-10-23","09:04:20","2020-10-23","11:04:20","1249","403"
"2020-10-24","21:54:40","2020-10-24","23:54:40","1249","404"
"2020-10-25","15:10:14","2020-10-25","17:10:14","1249","405"
"2020-10-26","11:23:21","2020-10-26","13:23:21","1249","406"
"2020-10-24","17:27:03","2020-10-24","19:27:03","1249","407"
"2020-10-25","20:20:18","2020-10-25","22:20:18","1249","408"
"2020-10-26","13:35:21","2020-10-26","15:35:21","1249","409"
"2020-10-23","16:41:11","2020-10-23","18:41:11","1249","410"
"2021-03-24","14:24:36","2021-03-24","16:24:36","1251","401"
"2021-03-24","15:37:27","2021-03-24","17:37:27","1251","402"
"2021-03-25","10:06:54","2021-03-25","12:06:54","1251","403"
"2021-03-25","10:12:07","2021-03-25","12:12:07","1251","404"
"2021-03-24","12:06:02","2021-03-24","14:06:02","1251","405"
"2021-03-23","08:18:26","2021-03-23","10:18:26","1251","406"
"2021-03-24","08:30:41","2021-03-24","10:30:41","1251","407"
"2021-03-22","14:24:42","2021-03-22","16:24:42","1251","408"
"2021-03-25","18:02:49","2021-03-25","20:02:49","1251","409"
"2021-03-23","13:41:51","2021-03-23","15:41:51","1251","410"
"2021-02-05","12:09:50","2021-02-05","14:09:50","1251","416"
"2021-02-07","12:04:28","2021-02-07","14:04:28","1251","417"
"2021-02-08","19:50:32","2021-02-08","21:50:32","1251","418"
"2021-02-06","21:01:32","2021-02-06","23:01:32","1251","419"
"2021-02-08","19:14:32","2021-02-08","21:14:32","1251","420"
"2021-02-05","14:16:20","2021-02-05","16:16:20","1251","421"
"2021-02-07","13:55:07","2021-02-07","15:55:07","1251","422"
"2021-02-05","11:23:35","2021-02-05","13:23:35","1251","423"
"2021-02-05","19:27:42","2021-02-05","21:27:42","1251","424"
"2021-02-09","19:07:15","2021-02-09","21:07:15","1251","425"
"2021-08-28","11:38:50","2021-08-28","13:38:50","1251","430"
"2021-08-28","13:02:25","2021-08-28","15:02:25","1251","431"
"2021-08-27","09:03:35","2021-08-27","11:03:35","1251","432"
"2021-08-27","16:46:01","2021-08-27","18:46:01","1251","433"
"2021-09-01","14:23:19","2021-09-01","16:23:19","1251","434"
"2021-09-01","17:05:41","2021-09-01","19:05:41","1251","435"
"2021-08-28","09:00:57","2021-08-28","11:00:57","1251","436"
"2021-08-28","17:03:35","2021-08-28","19:03:35","1251","437"
"2021-08-28","16:46:15","2021-08-28","18:46:15","1251","438"
"2021-09-01","08:26:36","2021-09-01","10:26:36","1251","439"
"2021-09-10","12:38:14","2021-09-10","14:38:14","1253","401"
"2021-09-12","12:07:39","2021-09-12","14:07:39","1253","402"
"2021-09-10","17:17:12","2021-09-10","19:17:12","1253","403"
"2021-09-09","09:55:28","2021-09-09","11:55:28","1253","404"
"2021-09-12","13:37:55","2021-09-12","15:37:55","1253","405"
"2021-09-11","10:06:57","2021-09-11","12:06:57","1253","406"
"2021-09-10","12:03:44","2021-09-10","14:03:44","1253","407"
"2021-09-09","13:50:13","2021-09-09","15:50:13","1253","408"
"2021-09-09","08:44:14","2021-09-09","10:44:14","1253","409"
"2021-09-10","16:13:39","2021-09-10","18:13:39","1253","410"
"2021-05-21","09:49:44","2021-05-21","11:49:44","1254","426"
"2021-05-20","11:53:15","2021-05-20","13:53:15","1254","427"
"2021-05-21","13:51:29","2021-05-21","15:51:29","1254","428"
"2021-05-21","16:46:02","2021-05-21","18:46:02","1254","429"
"2021-10-23","19:57:17","2021-10-23","21:57:17","1257","426"
"2021-10-20","11:17:05","2021-10-20","13:17:05","1257","427"
"2021-10-21","21:53:06","2021-10-21","23:53:06","1257","428"
"2021-10-19","18:03:02","2021-10-19","20:03:02","1257","429"
"2020-07-12","10:50:16","2020-07-12","12:50:16","1258","401"
"2020-07-10","08:49:55","2020-07-10","10:49:55","1258","402"
"2020-07-12","12:11:10","2020-07-12","14:11:10","1258","403"
"2020-07-11","09:12:06","2020-07-11","11:12:06","1258","404"
"2020-07-13","11:39:05","2020-07-13","13:39:05","1258","405"
"2020-07-09","18:17:32","2020-07-09","20:17:32","1258","406"
"2020-07-13","20:29:52","2020-07-13","22:29:52","1258","407"
"2020-07-10","21:00:24","2020-07-10","23:00:24","1258","408"
"2020-07-10","10:30:58","2020-07-10","12:30:58","1258","409"
"2020-07-11","12:29:16","2020-07-11","14:29:16","1258","410"
"2020-08-25","15:21:12","2020-08-25","17:21:12","1259","401"
"2020-08-27","13:01:11","2020-08-27","15:01:11","1259","402"
"2020-08-25","17:12:47","2020-08-25","19:12:47","1259","403"
"2020-08-25","08:49:02","2020-08-25","10:49:02","1259","404"
"2020-08-25","14:02:58","2020-08-25","16:02:58","1259","405"
"2020-09-01","12:33:30","2020-09-01","14:33:30","1259","406"
"2020-08-27","18:13:40","2020-08-27","20:13:40","1259","407"
"2020-08-27","16:06:17","2020-08-27","18:06:17","1259","408"
"2020-08-27","08:06:15","2020-08-27","10:06:15","1259","409"
"2020-08-26","21:39:09","2020-08-26","23:39:09","1259","410"
"2020-07-25","11:13:44","2020-07-25","13:13:44","1261","430"
"2020-07-26","13:02:29","2020-07-26","15:02:29","1261","431"
"2020-07-26","12:17:27","2020-07-26","14:17:27","1261","432"
"2020-07-23","09:16:32","2020-07-23","11:16:32","1261","433"
"2020-07-23","12:03:31","2020-07-23","14:03:31","1261","434"
"2020-07-23","15:23:12","2020-07-23","17:23:12","1261","435"
"2020-07-26","09:39:46","2020-07-26","11:39:46","1261","436"
"2020-07-26","11:41:17","2020-07-26","13:41:17","1261","437"
"2020-07-27","21:39:22","2020-07-27","23:39:22","1261","438"
"2020-07-25","08:10:44","2020-07-25","10:10:44","1261","439"
"2020-01-03","17:10:22","2020-01-03","19:10:22","1262","401"
"2020-01-05","09:31:13","2020-01-05","11:31:13","1262","402"
"2020-01-06","16:44:01","2020-01-06","18:44:01","1262","403"
"2020-01-02","10:07:19","2020-01-02","12:07:19","1262","404"
"2020-01-04","13:47:07","2020-01-04","15:47:07","1262","405"
"2020-01-03","10:55:16","2020-01-03","12:55:16","1262","406"
"2020-01-03","10:25:39","2020-01-03","12:25:39","1262","407"
"2020-01-06","15:44:07","2020-01-06","17:44:07","1262","408"
"2020-01-06","16:40:28","2020-01-06","18:40:28","1262","409"
"2020-01-04","18:50:24","2020-01-04","20:50:24","1262","410"
"2021-08-16","12:18:10","2021-08-16","14:18:10","1263","401"
"2021-08-19","17:14:25","2021-08-19","19:14:25","1263","402"
"2021-08-16","18:24:14","2021-08-16","20:24:14","1263","403"
"2021-08-20","19:12:24","2021-08-20","21:12:24","1263","404"
"2021-08-17","14:01:50","2021-08-17","16:01:50","1263","405"
"2021-08-19","15:52:15","2021-08-19","17:52:15","1263","406"
"2021-08-17","19:12:04","2021-08-17","21:12:04","1263","407"
"2021-08-20","13:03:30","2021-08-20","15:03:30","1263","408"
"2021-08-16","17:02:00","2021-08-16","19:02:00","1263","409"
"2021-08-18","18:08:56","2021-08-18","20:08:56","1263","410"
"2020-11-22","15:31:05","2020-11-22","17:31:05","1266","426"
"2020-11-24","16:20:29","2020-11-24","18:20:29","1266","427"
"2020-11-22","11:02:07","2020-11-22","13:02:07","1266","428"
"2020-11-25","08:04:37","2020-11-25","10:04:37","1266","429"
"2021-10-09","13:51:04","2021-10-09","15:51:04","1267","416"
"2021-10-06","21:51:41","2021-10-06","23:51:41","1267","417"
"2021-10-07","21:57:58","2021-10-07","23:57:58","1267","418"
"2021-10-10","14:14:51","2021-10-10","16:14:51","1267","419"
"2021-10-09","18:54:02","2021-10-09","20:54:02","1267","420"
"2021-10-07","21:33:56","2021-10-07","23:33:56","1267","421"
"2021-10-06","21:44:37","2021-10-06","23:44:37","1267","422"
"2021-10-10","11:17:12","2021-10-10","13:17:12","1267","423"
"2021-10-09","11:50:44","2021-10-09","13:50:44","1267","424"
"2021-10-09","20:14:19","2021-10-09","22:14:19","1267","425"
"2021-07-15","14:10:50","2021-07-15","16:10:50","1268","401"
"2021-07-19","13:10:04","2021-07-19","15:10:04","1268","402"
"2021-07-15","17:53:24","2021-07-15","19:53:24","1268","403"
"2021-07-19","19:05:43","2021-07-19","21:05:43","1268","404"
"2021-07-17","12:25:19","2021-07-17","14:25:19","1268","405"
"2021-07-18","08:48:11","2021-07-18","10:48:11","1268","406"
"2021-07-17","13:06:26","2021-07-17","15:06:26","1268","407"
"2021-07-19","16:49:09","2021-07-19","18:49:09","1268","408"
"2021-07-18","13:33:18","2021-07-18","15:33:18","1268","409"
"2021-07-19","16:32:31","2021-07-19","18:32:31","1268","410"
"2020-10-20","11:55:39","2020-10-20","13:55:39","1269","401"
"2020-10-21","21:39:02","2020-10-21","23:39:02","1269","402"
"2020-10-21","13:18:33","2020-10-21","15:18:33","1269","403"
"2020-10-20","08:16:15","2020-10-20","10:16:15","1269","404"
"2020-10-22","08:20:29","2020-10-22","10:20:29","1269","405"
"2020-10-23","16:10:45","2020-10-23","18:10:45","1269","406"
"2020-10-21","13:45:43","2020-10-21","15:45:43","1269","407"
"2020-10-20","12:48:09","2020-10-20","14:48:09","1269","408"
"2020-10-20","09:44:38","2020-10-20","11:44:38","1269","409"
"2020-10-24","13:51:08","2020-10-24","15:51:08","1269","410"
"2021-11-27","18:06:28","2021-11-27","20:06:28","1272","401"
"2021-11-28","14:20:15","2021-11-28","16:20:15","1272","402"
"2021-11-28","11:15:07","2021-11-28","13:15:07","1272","403"
"2021-11-27","09:11:16","2021-11-27","11:11:16","1272","404"
"2021-12-01","09:37:53","2021-12-01","11:37:53","1272","405"
"2021-11-26","18:39:19","2021-11-26","20:39:19","1272","406"
"2021-12-01","14:50:10","2021-12-01","16:50:10","1272","407"
"2021-11-28","09:40:38","2021-11-28","11:40:38","1272","408"
"2021-11-27","10:33:41","2021-11-27","12:33:41","1272","409"
"2021-12-01","20:31:52","2021-12-01","22:31:52","1272","410"
"2020-03-25","17:06:34","2020-03-25","19:06:34","1277","430"
"2020-03-25","21:12:09","2020-03-25","23:12:09","1277","431"
"2020-03-26","14:09:14","2020-03-26","16:09:14","1277","432"
"2020-03-26","15:23:08","2020-03-26","17:23:08","1277","433"
"2020-03-26","10:08:56","2020-03-26","12:08:56","1277","434"
"2020-03-25","09:04:29","2020-03-25","11:04:29","1277","435"
"2020-03-27","14:24:18","2020-03-27","16:24:18","1277","436"
"2020-03-27","19:06:42","2020-03-27","21:06:42","1277","437"
"2020-03-27","13:01:11","2020-03-27","15:01:11","1277","438"
"2020-03-27","18:53:34","2020-03-27","20:53:34","1277","439"
"2021-06-24","08:28:15","2021-06-24","10:28:15","1280","426"
"2021-06-26","18:52:19","2021-06-26","20:52:19","1280","427"
"2021-06-24","21:55:10","2021-06-24","23:55:10","1280","428"
"2021-06-25","18:33:23","2021-06-25","20:33:23","1280","429"
"2020-05-28","15:04:46","2020-05-28","17:04:46","1281","430"
"2020-06-01","12:44:17","2020-06-01","14:44:17","1281","431"
"2020-05-28","13:12:15","2020-05-28","15:12:15","1281","432"
"2020-05-28","19:48:09","2020-05-28","21:48:09","1281","433"
"2020-06-02","08:55:16","2020-06-02","10:55:16","1281","434"
"2020-06-02","09:01:45","2020-06-02","11:01:45","1281","435"
"2020-06-01","19:38:19","2020-06-01","21:38:19","1281","436"
"2020-06-01","14:25:19","2020-06-01","16:25:19","1281","437"
"2020-06-03","11:51:38","2020-06-03","13:51:38","1281","438"
"2020-06-02","15:02:39","2020-06-02","17:02:39","1281","439"
"2020-11-08","11:37:13","2020-11-08","13:37:13","1282","430"
"2020-11-04","16:05:43","2020-11-04","18:05:43","1282","431"
"2020-11-05","09:30:58","2020-11-05","11:30:58","1282","432"
"2020-11-06","11:52:24","2020-11-06","13:52:24","1282","433"
"2020-11-05","17:30:51","2020-11-05","19:30:51","1282","434"
"2020-11-08","19:14:12","2020-11-08","21:14:12","1282","435"
"2020-11-04","14:19:22","2020-11-04","16:19:22","1282","436"
"2020-11-04","09:09:53","2020-11-04","11:09:53","1282","437"
"2020-11-06","21:03:05","2020-11-06","23:03:05","1282","438"
"2020-11-08","18:22:55","2020-11-08","20:22:55","1282","439"
"2021-09-06","15:12:23","2021-09-06","17:12:23","1283","430"
"2021-09-03","18:26:17","2021-09-03","20:26:17","1283","431"
"2021-09-05","20:29:38","2021-09-05","22:29:38","1283","432"
"2021-09-02","19:30:46","2021-09-02","21:30:46","1283","433"
"2021-09-05","20:07:02","2021-09-05","22:07:02","1283","434"
"2021-09-05","17:11:36","2021-09-05","19:11:36","1283","435"
"2021-09-02","16:29:25","2021-09-02","18:29:25","1283","436"
"2021-09-06","16:00:31","2021-09-06","18:00:31","1283","437"
"2021-09-02","08:44:46","2021-09-02","10:44:46","1283","438"
"2021-09-05","11:12:31","2021-09-05","13:12:31","1283","439"
"2021-06-11","13:58:11","2021-06-11","15:58:11","1284","401"
"2021-06-11","09:20:28","2021-06-11","11:20:28","1284","402"
"2021-06-12","12:03:17","2021-06-12","14:03:17","1284","403"
"2021-06-12","11:37:20","2021-06-12","13:37:20","1284","404"
"2021-06-10","12:58:30","2021-06-10","14:58:30","1284","405"
"2021-06-12","13:34:32","2021-06-12","15:34:32","1284","406"
"2021-06-10","14:32:24","2021-06-10","16:32:24","1284","407"
"2021-06-09","16:56:00","2021-06-09","18:56:00","1284","408"
"2021-06-09","08:50:47","2021-06-09","10:50:47","1284","409"
"2021-06-09","19:15:50","2021-06-09","21:15:50","1284","410"
"2021-11-25","16:44:17","2021-11-25","18:44:17","1284","430"
"2021-11-21","14:19:21","2021-11-21","16:19:21","1284","431"
"2021-11-25","12:48:54","2021-11-25","14:48:54","1284","432"
"2021-11-22","12:36:13","2021-11-22","14:36:13","1284","433"
"2021-11-25","10:26:53","2021-11-25","12:26:53","1284","434"
"2021-11-25","09:08:03","2021-11-25","11:08:03","1284","435"
"2021-11-25","18:30:47","2021-11-25","20:30:47","1284","436"
"2021-11-23","12:09:22","2021-11-23","14:09:22","1284","437"
"2021-11-25","17:24:43","2021-11-25","19:24:43","1284","438"
"2021-11-24","18:08:48","2021-11-24","20:08:48","1284","439"
"2020-02-16","12:00:56","2020-02-16","14:00:56","1285","426"
"2020-02-15","09:37:03","2020-02-15","11:37:03","1285","427"
"2020-02-13","19:55:49","2020-02-13","21:55:49","1285","428"
"2020-02-16","16:56:45","2020-02-16","18:56:45","1285","429"
"2021-07-07","12:38:14","2021-07-07","14:38:14","1285","430"
"2021-07-09","12:35:13","2021-07-09","14:35:13","1285","431"
"2021-07-07","20:36:07","2021-07-07","22:36:07","1285","432"
"2021-07-07","16:28:36","2021-07-07","18:28:36","1285","433"
"2021-07-09","08:09:08","2021-07-09","10:09:08","1285","434"
"2021-07-10","12:19:33","2021-07-10","14:19:33","1285","435"
"2021-07-09","14:34:54","2021-07-09","16:34:54","1285","436"
"2021-07-06","12:38:37","2021-07-06","14:38:37","1285","437"
"2021-07-08","15:06:44","2021-07-08","17:06:44","1285","438"
"2021-07-08","09:45:00","2021-07-08","11:45:00","1285","439"
"2021-03-01","13:23:48","2021-03-01","15:23:48","1294","401"
"2021-03-04","17:53:46","2021-03-04","19:53:46","1294","402"
"2021-03-02","08:27:27","2021-03-02","10:27:27","1294","403"
"2021-03-04","16:42:42","2021-03-04","18:42:42","1294","404"
"2021-02-28","13:40:30","2021-02-28","15:40:30","1294","405"
"2021-03-02","21:33:17","2021-03-02","23:33:17","1294","406"
"2021-03-03","18:13:50","2021-03-03","20:13:50","1294","407"
"2021-03-01","11:53:07","2021-03-01","13:53:07","1294","408"
"2021-03-04","19:19:02","2021-03-04","21:19:02","1294","409"
"2021-03-04","17:36:43","2021-03-04","19:36:43","1294","410"
"2021-11-12","18:22:44","2021-11-12","20:22:44","1296","416"
"2021-11-11","16:33:43","2021-11-11","18:33:43","1296","417"
"2021-11-14","15:39:30","2021-11-14","17:39:30","1296","418"
"2021-11-13","16:16:45","2021-11-13","18:16:45","1296","419"
"2021-11-12","10:28:13","2021-11-12","12:28:13","1296","420"
"2021-11-11","19:19:53","2021-11-11","21:19:53","1296","421"
"2021-11-15","21:16:47","2021-11-15","23:16:47","1296","422"
"2021-11-11","10:38:24","2021-11-11","12:38:24","1296","423"
"2021-11-12","16:22:21","2021-11-12","18:22:21","1296","424"
"2021-11-15","13:45:38","2021-11-15","15:45:38","1296","425"
"2020-07-26","18:09:35","2020-07-26","20:09:35","1298","430"
"2020-07-24","09:33:55","2020-07-24","11:33:55","1298","431"
"2020-07-25","12:41:44","2020-07-25","14:41:44","1298","432"
"2020-07-24","17:50:38","2020-07-24","19:50:38","1298","433"
"2020-07-24","14:04:16","2020-07-24","16:04:16","1298","434"
"2020-07-23","08:25:33","2020-07-23","10:25:33","1298","435"
"2020-07-26","11:41:36","2020-07-26","13:41:36","1298","436"
"2020-07-23","10:35:13","2020-07-23","12:35:13","1298","437"
"2020-07-26","18:00:39","2020-07-26","20:00:39","1298","438"
"2020-07-22","09:39:51","2020-07-22","11:39:51","1298","439"
"2021-06-10","11:29:38","2021-06-10","13:29:38","1300","416"
"2021-06-09","09:38:40","2021-06-09","11:38:40","1300","417"
"2021-06-09","09:07:00","2021-06-09","11:07:00","1300","418"
"2021-06-09","08:49:28","2021-06-09","10:49:28","1300","419"
"2021-06-10","16:31:54","2021-06-10","18:31:54","1300","420"
"2021-06-10","12:04:58","2021-06-10","14:04:58","1300","421"
"2021-06-08","19:01:17","2021-06-08","21:01:17","1300","422"
"2021-06-11","12:37:35","2021-06-11","14:37:35","1300","423"
"2021-06-08","18:53:42","2021-06-08","20:53:42","1300","424"
"2021-06-09","13:40:26","2021-06-09","15:40:26","1300","425"
"2020-03-10","13:29:16","2020-03-10","15:29:16","1302","430"
"2020-03-08","09:55:05","2020-03-08","11:55:05","1302","431"
"2020-03-08","16:21:51","2020-03-08","18:21:51","1302","432"
"2020-03-07","11:37:32","2020-03-07","13:37:32","1302","433"
"2020-03-09","18:36:43","2020-03-09","20:36:43","1302","434"
"2020-03-10","21:41:09","2020-03-10","23:41:09","1302","435"
"2020-03-10","19:01:36","2020-03-10","21:01:36","1302","436"
"2020-03-10","11:20:06","2020-03-10","13:20:06","1302","437"
"2020-03-11","16:44:05","2020-03-11","18:44:05","1302","438"
"2020-03-08","16:52:06","2020-03-08","18:52:06","1302","439"
"2020-07-06","14:08:06","2020-07-06","16:08:06","1304","430"
"2020-07-06","15:56:19","2020-07-06","17:56:19","1304","431"
"2020-07-04","09:40:08","2020-07-04","11:40:08","1304","432"
"2020-07-07","14:47:37","2020-07-07","16:47:37","1304","433"
"2020-07-08","13:55:12","2020-07-08","15:55:12","1304","434"
"2020-07-05","19:27:29","2020-07-05","21:27:29","1304","435"
"2020-07-05","16:29:57","2020-07-05","18:29:57","1304","436"
"2020-07-08","20:35:52","2020-07-08","22:35:52","1304","437"
"2020-07-08","17:41:37","2020-07-08","19:41:37","1304","438"
"2020-07-08","09:23:16","2020-07-08","11:23:16","1304","439"
"2020-08-11","18:17:25","2020-08-11","20:17:25","1306","401"
"2020-08-12","13:28:29","2020-08-12","15:28:29","1306","402"
"2020-08-10","17:37:43","2020-08-10","19:37:43","1306","403"
"2020-08-11","21:54:09","2020-08-11","23:54:09","1306","404"
"2020-08-13","13:40:55","2020-08-13","15:40:55","1306","405"
"2020-08-14","09:17:53","2020-08-14","11:17:53","1306","406"
"2020-08-10","17:56:48","2020-08-10","19:56:48","1306","407"
"2020-08-12","12:30:52","2020-08-12","14:30:52","1306","408"
"2020-08-11","11:08:48","2020-08-11","13:08:48","1306","409"
"2020-08-14","12:37:27","2020-08-14","14:37:27","1306","410"
"2020-08-19","21:57:25","2020-08-19","23:57:25","1309","401"
"2020-08-22","16:06:36","2020-08-22","18:06:36","1309","402"
"2020-08-22","13:02:15","2020-08-22","15:02:15","1309","403"
"2020-08-22","17:28:35","2020-08-22","19:28:35","1309","404"
"2020-08-20","15:56:37","2020-08-20","17:56:37","1309","405"
"2020-08-21","21:07:14","2020-08-21","23:07:14","1309","406"
"2020-08-19","19:26:54","2020-08-19","21:26:54","1309","407"
"2020-08-20","17:07:51","2020-08-20","19:07:51","1309","408"
"2020-08-22","21:58:13","2020-08-22","23:58:13","1309","409"
"2020-08-21","20:41:47","2020-08-21","22:41:47","1309","410"
"2020-08-10","17:29:08","2020-08-10","19:29:08","1312","401"
"2020-08-08","18:52:21","2020-08-08","20:52:21","1312","402"
"2020-08-08","11:01:09","2020-08-08","13:01:09","1312","403"
"2020-08-11","16:22:40","2020-08-11","18:22:40","1312","404"
"2020-08-09","09:38:00","2020-08-09","11:38:00","1312","405"
"2020-08-10","11:55:06","2020-08-10","13:55:06","1312","406"
"2020-08-09","10:02:02","2020-08-09","12:02:02","1312","407"
"2020-08-11","11:16:58","2020-08-11","13:16:58","1312","408"
"2020-08-10","09:02:27","2020-08-10","11:02:27","1312","409"
"2020-08-12","12:28:13","2020-08-12","14:28:13","1312","410"
"2021-07-09","19:04:08","2021-07-09","21:04:08","1312","426"
"2021-07-09","20:16:41","2021-07-09","22:16:41","1312","427"
"2021-07-07","16:19:55","2021-07-07","18:19:55","1312","428"
"2021-07-09","12:26:47","2021-07-09","14:26:47","1312","429"
"2020-01-08","13:55:37","2020-01-08","15:55:37","1317","426"
"2020-01-10","10:15:35","2020-01-10","12:15:35","1317","427"
"2020-01-11","21:54:23","2020-01-11","23:54:23","1317","428"
"2020-01-10","20:03:01","2020-01-10","22:03:01","1317","429"
"2021-01-14","10:34:50","2021-01-14","12:34:50","1322","426"
"2021-01-13","12:06:37","2021-01-13","14:06:37","1322","427"
"2021-01-12","08:15:10","2021-01-12","10:15:10","1322","428"
"2021-01-14","12:28:02","2021-01-14","14:28:02","1322","429"
"2021-06-25","15:08:15","2021-06-25","17:08:15","1324","430"
"2021-06-23","16:27:55","2021-06-23","18:27:55","1324","431"
"2021-06-24","09:46:10","2021-06-24","11:46:10","1324","432"
"2021-06-25","08:50:47","2021-06-25","10:50:47","1324","433"
"2021-06-23","13:46:41","2021-06-23","15:46:41","1324","434"
"2021-06-25","10:22:47","2021-06-25","12:22:47","1324","435"
"2021-06-25","11:49:14","2021-06-25","13:49:14","1324","436"
"2021-06-22","12:46:41","2021-06-22","14:46:41","1324","437"
"2021-06-24","18:47:39","2021-06-24","20:47:39","1324","438"
"2021-06-26","17:11:24","2021-06-26","19:11:24","1324","439"
"2021-02-12","14:21:18","2021-02-12","16:21:18","1325","426"
"2021-02-10","21:27:25","2021-02-10","23:27:25","1325","427"
"2021-02-09","15:05:32","2021-02-09","17:05:32","1325","428"
"2021-02-12","18:01:47","2021-02-12","20:01:47","1325","429"
"2021-06-26","08:29:43","2021-06-26","10:29:43","1328","426"
"2021-06-26","17:42:49","2021-06-26","19:42:49","1328","427"
"2021-06-28","14:45:11","2021-06-28","16:45:11","1328","428"
"2021-06-25","14:50:17","2021-06-25","16:50:17","1328","429"
"2021-03-02","14:57:47","2021-03-02","16:57:47","1330","416"
"2021-03-01","12:40:40","2021-03-01","14:40:40","1330","417"
"2021-03-03","11:46:34","2021-03-03","13:46:34","1330","418"
"2021-03-04","08:46:34","2021-03-04","10:46:34","1330","419"
"2021-02-28","16:21:17","2021-02-28","18:21:17","1330","420"
"2021-03-04","16:34:01","2021-03-04","18:34:01","1330","421"
"2021-03-02","09:53:48","2021-03-02","11:53:48","1330","422"
"2021-03-03","18:13:13","2021-03-03","20:13:13","1330","423"
"2021-02-28","17:45:46","2021-02-28","19:45:46","1330","424"
"2021-03-02","13:53:54","2021-03-02","15:53:54","1330","425"
"2021-03-14","10:42:22","2021-03-14","12:42:22","1330","426"
"2021-03-14","12:20:30","2021-03-14","14:20:30","1330","427"
"2021-03-11","09:08:35","2021-03-11","11:08:35","1330","428"
"2021-03-13","16:15:54","2021-03-13","18:15:54","1330","429"
"2020-01-14","10:18:37","2020-01-14","12:18:37","1335","430"
"2020-01-15","12:32:09","2020-01-15","14:32:09","1335","431"
"2020-01-15","08:17:08","2020-01-15","10:17:08","1335","432"
"2020-01-15","17:25:39","2020-01-15","19:25:39","1335","433"
"2020-01-15","10:52:54","2020-01-15","12:52:54","1335","434"
"2020-01-14","19:42:19","2020-01-14","21:42:19","1335","435"
"2020-01-16","17:35:22","2020-01-16","19:35:22","1335","436"
"2020-01-13","16:12:25","2020-01-13","18:12:25","1335","437"
"2020-01-14","09:45:16","2020-01-14","11:45:16","1335","438"
"2020-01-13","20:22:12","2020-01-13","22:22:12","1335","439"
"2020-06-01","18:32:47","2020-06-01","20:32:47","1336","401"
"2020-05-28","16:13:07","2020-05-28","18:13:07","1336","402"
"2020-06-01","13:00:11","2020-06-01","15:00:11","1336","403"
"2020-06-02","17:31:51","2020-06-02","19:31:51","1336","404"
"2020-06-01","18:10:01","2020-06-01","20:10:01","1336","405"
"2020-06-01","18:53:58","2020-06-01","20:53:58","1336","406"
"2020-06-02","16:24:50","2020-06-02","18:24:50","1336","407"
"2020-05-28","11:20:19","2020-05-28","13:20:19","1336","408"
"2020-05-26","10:08:37","2020-05-26","12:08:37","1336","409"
"2020-05-27","12:14:04","2020-05-27","14:14:04","1336","410"
"2020-03-24","21:58:37","2020-03-24","23:58:37","1337","401"
"2020-03-21","20:33:43","2020-03-21","22:33:43","1337","402"
"2020-03-22","14:49:03","2020-03-22","16:49:03","1337","403"
"2020-03-21","19:47:23","2020-03-21","21:47:23","1337","404"
"2020-03-21","10:47:00","2020-03-21","12:47:00","1337","405"
"2020-03-21","15:20:22","2020-03-21","17:20:22","1337","406"
"2020-03-24","08:07:11","2020-03-24","10:07:11","1337","407"
"2020-03-23","10:05:44","2020-03-23","12:05:44","1337","408"
"2020-03-24","08:18:09","2020-03-24","10:18:09","1337","409"
"2020-03-22","09:35:20","2020-03-22","11:35:20","1337","410"
"2020-04-26","20:35:53","2020-04-26","22:35:53","1337","426"
"2020-04-25","12:23:04","2020-04-25","14:23:04","1337","427"
"2020-04-24","18:48:38","2020-04-24","20:48:38","1337","428"
"2020-04-27","13:21:42","2020-04-27","15:21:42","1337","429"
"2020-08-05","09:29:57","2020-08-05","11:29:57","1339","401"
"2020-08-08","12:22:21","2020-08-08","14:22:21","1339","402"
"2020-08-06","12:27:42","2020-08-06","14:27:42","1339","403"
"2020-08-08","09:44:45","2020-08-08","11:44:45","1339","404"
"2020-08-09","09:57:52","2020-08-09","11:57:52","1339","405"
