"date_of_start","time_of_start","date_of_end","time_of_end","nfc_id","place_id"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","405"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","406"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","407"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","408"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","409"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","410"
"2021-11-25","15:10:20","2021-12-03","15:10:20","1272","440"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","430"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","431"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","432"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","433"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","434"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","435"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","436"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","437"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","438"
"2020-03-23","20:38:50","2020-04-01","20:38:50","1277","439"
"2021-06-23","09:15:30","2021-07-01","09:15:30","1280","426"
"2021-06-23","09:15:30","2021-07-01","09:15:30","1280","427"
"2021-06-23","09:15:30","2021-07-01","09:15:30","1280","428"
"2021-06-23","09:15:30","2021-07-01","09:15:30","1280","429"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","430"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","431"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","432"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","433"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","434"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","435"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","436"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","437"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","438"
"2020-05-27","10:05:18","2020-06-05","10:05:18","1281","439"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","430"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","431"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","432"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","433"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","434"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","435"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","436"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","437"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","438"
"2020-11-03","15:52:47","2020-11-09","15:52:47","1282","439"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","430"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","431"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","432"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","433"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","434"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","435"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","436"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","437"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","438"
"2021-09-01","17:56:12","2021-09-07","17:56:12","1283","439"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","284"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","401"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","402"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","403"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","404"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","405"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","406"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","407"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","408"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","409"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","410"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","430"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","431"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","432"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","433"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","434"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","435"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","436"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","437"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","438"
"2021-11-20","21:03:26","2021-11-26","21:03:26","1284","439"
"2021-06-07","09:48:47","2021-06-13","09:48:47","1284","440"
"2020-02-12","14:09:13","2020-02-18","14:09:13","1285","426"
"2020-02-12","14:09:13","2020-02-18","14:09:13","1285","427"
"2020-02-12","14:09:13","2020-02-18","14:09:13","1285","428"
"2020-02-12","14:09:13","2020-02-18","14:09:13","1285","429"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","430"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","431"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","432"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","433"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","434"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","435"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","436"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","437"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","438"
"2021-07-05","17:47:25","2021-07-11","17:47:25","1285","439"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","193"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","401"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","402"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","403"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","404"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","405"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","406"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","407"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","408"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","409"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","410"
"2021-02-27","12:16:57","2021-03-05","12:16:57","1294","440"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","416"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","417"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","418"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","419"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","420"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","421"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","422"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","423"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","424"
"2021-11-10","15:17:50","2021-11-16","15:17:50","1296","425"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","430"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","431"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","432"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","433"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","434"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","435"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","436"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","437"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","438"
"2020-07-21","09:23:48","2020-07-27","09:23:48","1298","439"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","416"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","417"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","418"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","419"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","420"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","421"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","422"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","423"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","424"
"2021-06-06","17:11:35","2021-06-12","17:11:35","1300","425"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","430"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","431"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","432"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","433"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","434"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","435"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","436"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","437"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","438"
"2020-03-06","13:31:07","2020-03-12","13:31:07","1302","439"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","430"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","431"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","432"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","433"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","434"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","435"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","436"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","437"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","438"
"2020-07-03","11:40:28","2020-07-09","11:40:28","1304","439"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","199"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","401"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","402"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","403"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","404"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","405"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","406"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","407"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","408"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","409"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","410"
"2020-08-09","21:22:57","2020-08-15","21:22:57","1306","440"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","2"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","401"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","402"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","403"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","404"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","405"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","406"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","407"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","408"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","409"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","410"
"2020-08-18","15:31:25","2020-08-24","15:31:25","1309","440"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","292"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","401"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","402"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","403"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","404"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","405"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","406"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","407"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","408"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","409"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","410"
"2021-07-05","09:14:55","2021-07-11","09:14:55","1312","426"
"2021-07-05","09:14:55","2021-07-11","09:14:55","1312","427"
"2021-07-05","09:14:55","2021-07-11","09:14:55","1312","428"
"2021-07-05","09:14:55","2021-07-11","09:14:55","1312","429"
"2020-08-07","13:20:05","2020-08-13","13:20:05","1312","440"
"2020-01-06","18:52:41","2020-01-12","18:52:41","1317","426"
"2020-01-06","18:52:41","2020-01-12","18:52:41","1317","427"
"2020-01-06","18:52:41","2020-01-12","18:52:41","1317","428"
"2020-01-06","18:52:41","2020-01-12","18:52:41","1317","429"
"2021-01-11","20:08:50","2021-01-17","20:08:50","1322","426"
"2021-01-11","20:08:50","2021-01-17","20:08:50","1322","427"
"2021-01-11","20:08:50","2021-01-17","20:08:50","1322","428"
"2021-01-11","20:08:50","2021-01-17","20:08:50","1322","429"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","430"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","431"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","432"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","433"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","434"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","435"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","436"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","437"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","438"
"2021-06-21","20:43:22","2021-06-27","20:43:22","1324","439"
"2021-02-07","10:23:27","2021-02-13","10:23:27","1325","426"
"2021-02-07","10:23:27","2021-02-13","10:23:27","1325","427"
"2021-02-07","10:23:27","2021-02-13","10:23:27","1325","428"
"2021-02-07","10:23:27","2021-02-13","10:23:27","1325","429"
"2021-06-23","09:35:30","2021-07-01","09:35:30","1328","426"
"2021-06-23","09:35:30","2021-07-01","09:35:30","1328","427"
"2021-06-23","09:35:30","2021-07-01","09:35:30","1328","428"
"2021-06-23","09:35:30","2021-07-01","09:35:30","1328","429"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","416"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","417"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","418"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","419"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","420"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","421"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","422"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","423"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","424"
"2021-02-27","09:03:35","2021-03-05","09:03:35","1330","425"
"2021-03-10","14:32:12","2021-03-16","14:32:12","1330","426"
"2021-03-10","14:32:12","2021-03-16","14:32:12","1330","427"
"2021-03-10","14:32:12","2021-03-16","14:32:12","1330","428"
"2021-03-10","14:32:12","2021-03-16","14:32:12","1330","429"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","430"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","431"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","432"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","433"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","434"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","435"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","436"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","437"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","438"
"2020-01-12","20:18:00","2020-01-18","20:18:00","1335","439"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","21"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","401"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","402"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","403"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","404"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","405"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","406"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","407"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","408"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","409"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","410"
"2020-05-25","12:40:50","2020-06-03","12:40:50","1336","440"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","75"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","401"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","402"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","403"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","404"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","405"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","406"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","407"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","408"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","409"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","410"
"2020-04-23","19:58:26","2020-05-01","19:58:26","1337","426"
"2020-04-23","19:58:26","2020-05-01","19:58:26","1337","427"
"2020-04-23","19:58:26","2020-05-01","19:58:26","1337","428"
"2020-04-23","19:58:26","2020-05-01","19:58:26","1337","429"
"2020-03-20","12:08:16","2020-03-26","12:08:16","1337","440"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","24"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","401"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","402"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","403"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","404"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","405"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","406"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","407"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","408"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","409"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","410"
"2020-08-04","19:30:34","2020-08-10","19:30:34","1339","440"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","430"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","431"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","432"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","433"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","434"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","435"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","436"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","437"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","438"
"2020-06-18","20:32:34","2020-06-24","20:32:34","1340","439"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","18"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","401"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","402"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","403"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","404"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","405"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","406"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","407"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","408"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","409"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","410"
"2021-06-08","09:27:01","2021-06-14","09:27:01","1343","440"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","430"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","431"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","432"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","433"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","434"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","435"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","436"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","437"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","438"
"2020-01-24","14:52:56","2020-02-02","14:52:56","1344","439"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","430"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","431"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","432"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","433"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","434"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","435"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","436"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","437"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","438"
"2021-02-13","21:24:49","2021-02-19","21:24:49","1345","439"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","430"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","431"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","432"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","433"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","434"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","435"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","436"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","437"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","438"
"2021-11-01","10:53:40","2021-11-07","10:53:40","1348","439"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","430"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","431"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","432"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","433"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","434"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","435"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","436"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","437"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","438"
"2020-07-22","12:44:17","2020-07-28","12:44:17","1353","439"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","367"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","401"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","402"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","403"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","404"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","405"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","406"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","407"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","408"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","409"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","410"
"2020-09-17","20:06:13","2020-09-23","20:06:13","1354","440"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","212"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","401"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","402"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","403"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","404"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","405"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","406"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","407"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","408"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","409"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","410"
"2020-01-09","15:21:40","2020-01-15","15:21:40","1357","440"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","261"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","401"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","402"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","403"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","404"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","405"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","406"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","407"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","408"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","409"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","410"
"2021-10-19","10:23:40","2021-10-25","10:23:40","1359","440"
"2021-06-25","09:56:24","2021-07-03","09:56:24","1360","426"
"2021-06-25","09:56:24","2021-07-03","09:56:24","1360","427"
"2021-06-25","09:56:24","2021-07-03","09:56:24","1360","428"
"2021-06-25","09:56:24","2021-07-03","09:56:24","1360","429"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","430"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","431"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","432"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","433"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","434"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","435"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","436"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","437"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","438"
"2020-01-05","17:41:03","2020-01-11","17:41:03","1361","439"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","314"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","401"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","402"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","403"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","404"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","405"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","406"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","407"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","408"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","409"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","410"
"2021-04-02","19:31:21","2021-04-08","19:31:21","1362","440"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","416"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","417"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","418"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","419"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","420"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","421"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","422"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","423"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","424"
"2021-02-04","15:01:04","2021-02-10","15:01:04","1363","425"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","430"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","431"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","432"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","433"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","434"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","435"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","436"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","437"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","438"
"2020-03-03","08:51:55","2020-03-09","08:51:55","1364","439"
